,raw_avgHighPrice,raw_avgLowPrice,raw_highPriceVolume,raw_lowPriceVolume,proc_avgHighPrice,proc_avgLowPrice,proc_highPriceVolume,proc_lowPriceVolume
2026-06-15 12:00:00+00:00,139.0,135.0,170.0,1877.0,189,175.0,11282,4355
2026-06-15 18:00:00+00:00,136.0,129.0,4429.0,17682.0,190,182.0,26375,5668
2026-06-16 00:00:00+00:00,138.0,128.0,11852.0,3682.0,190,180.0,15962,4254
2026-06-16 06:00:00+00:00,134.0,133.0,1194.0,3231.0,191,181.0,21230,5123
2026-06-16 12:00:00+00:00,135.0,129.0,1189.0,687.0,190,181.0,15498,17874
2026-06-16 18:00:00+00:00,135.0,133.0,2838.0,1275.0,189,182.0,5149,3915
2026-06-17 00:00:00+00:00,146.0,134.0,1788.0,3395.0,191,187.0,20248,9179
2026-06-17 06:00:00+00:00,136.0,133.0,2078.0,2756.0,183,181.0,12987,2184
2026-06-17 12:00:00+00:00,138.0,133.0,969.0,1593.0,183,180.0,9974,3341
2026-06-17 18:00:00+00:00,133.0,134.0,1754.0,618.0,183,180.0,6692,2239
2026-06-18 00:00:00+00:00,130.0,137.0,534.0,665.0,183,180.0,5878,667
2026-06-18 06:00:00+00:00,142.0,137.0,666.0,918.0,179,172.0,9619,1944
2026-06-18 12:00:00+00:00,139.0,137.0,438.0,2663.0,183,166.0,14436,1399
2026-06-18 18:00:00+00:00,142.0,137.0,802.0,1340.0,180,170.0,4755,1333
2026-06-19 00:00:00+00:00,135.0,129.0,623.0,1768.0,176,175.0,5465,1017
2026-06-19 06:00:00+00:00,134.0,135.0,477.0,252.0,171,163.0,9437,3757
