date,pvalue,beta,cointegrated_at_5pct,n_obs
2017-04-26 00:00:00+00:00,0.0017042991914171962,0.3516312033263628,True,730
2017-05-26 00:00:00+00:00,0.2913400908250799,0.34965734084574124,False,730
2017-06-25 00:00:00+00:00,0.6475609431711684,0.33421505635185284,False,730
2017-07-27 00:00:00+00:00,0.8914148828941704,0.3853067577452511,False,730
2017-08-26 00:00:00+00:00,0.7940358243344756,0.4083891284058075,False,730
2017-09-25 00:00:00+00:00,0.7116904686421088,0.445080433846764,False,730
2017-10-25 00:00:00+00:00,0.723690050716647,0.482578089011438,False,730
2017-11-24 00:00:00+00:00,0.5149952189036823,0.5486946310310195,False,730
2017-12-24 00:00:00+00:00,0.4727082753476086,0.6735617350862381,False,730
2018-01-23 00:00:00+00:00,0.43026615910254107,0.653851512234347,False,730
2018-02-22 00:00:00+00:00,0.5509655440367608,0.6655810909890801,False,730
2018-03-24 00:00:00+00:00,0.41704122485875283,0.6567047583207862,False,730
2018-04-23 00:00:00+00:00,0.32838572486470796,0.638642853894542,False,730
2018-05-23 00:00:00+00:00,0.22255957213044292,0.626197762941689,False,730
2018-06-22 00:00:00+00:00,0.2451574510221497,0.6032993639597981,False,730
2018-07-22 00:00:00+00:00,0.07589631717749787,0.5793471609842823,False,730
2018-08-21 00:00:00+00:00,0.11007253617925206,0.567429766403606,False,730
2018-09-20 00:00:00+00:00,0.048469698727322694,0.5620567634243349,True,730
2018-10-20 00:00:00+00:00,0.0005234024952275563,0.5718321379096993,True,730
2018-11-19 00:00:00+00:00,0.0002718755762909361,0.5824732110463808,True,730
2018-12-19 00:00:00+00:00,3.18080859409096e-05,0.581482594741166,True,730
2019-01-18 00:00:00+00:00,2.2835693849893967e-05,0.5756151954154607,True,730
2019-02-17 00:00:00+00:00,4.907629510944715e-05,0.5738052687079238,True,730
2019-03-19 00:00:00+00:00,0.0680983038332034,0.5775353418889508,False,730
2019-04-18 00:00:00+00:00,0.3696118746474534,0.5858601119344576,False,730
2019-05-18 00:00:00+00:00,0.5175523669798922,0.6074464235395031,False,730
2019-06-17 00:00:00+00:00,0.9644637560128108,0.6532465575311142,False,730
2019-07-17 00:00:00+00:00,0.9378282699141569,0.686293376742848,False,730
2019-08-16 00:00:00+00:00,0.9378215471826048,0.7156222295407426,False,730
2019-09-15 00:00:00+00:00,0.42730521449855974,0.7522035918508739,False,730
2019-10-15 00:00:00+00:00,0.7107686304339562,0.8043000186592112,False,730
2019-11-14 00:00:00+00:00,0.7066500034561193,0.8603344611070514,False,730
2019-12-14 00:00:00+00:00,0.03285746238826968,0.9080984945484013,True,730
2020-01-13 00:00:00+00:00,0.17776440426349133,0.9499466443276405,False,730
2020-02-12 00:00:00+00:00,0.20457664407082815,0.9434626472442955,False,730
2020-03-13 00:00:00+00:00,0.2481778761571768,0.9147509347432238,False,730
2020-04-12 00:00:00+00:00,0.21591936354175284,0.9060549483967917,False,730
2020-05-12 00:00:00+00:00,0.16519577639304267,0.9039783644511962,False,730
2020-06-11 00:00:00+00:00,0.41783715107387065,0.87998646485511,False,730
2020-07-11 00:00:00+00:00,0.07448914167756722,0.8659702608148995,False,730
2020-08-10 00:00:00+00:00,0.09316543393675569,0.8567104765029341,False,730
2020-09-09 00:00:00+00:00,0.1000824287604869,0.8478287576890406,False,730
2020-10-09 00:00:00+00:00,0.06110873825866636,0.8253674419092091,False,730
2020-11-08 00:00:00+00:00,0.13069683068221116,0.7902882572049996,False,730
2020-12-08 00:00:00+00:00,0.13828636782461085,0.7387925568119245,False,730
2021-01-07 00:00:00+00:00,0.40293404879392,0.6719362341761751,False,730
2021-02-06 00:00:00+00:00,0.44501412616388014,0.5807134369400168,False,730
2021-03-08 00:00:00+00:00,0.4027814416369194,0.5217653727572167,False,730
2021-04-07 00:00:00+00:00,0.27649498019021534,0.496203503026972,False,730
2021-05-07 00:00:00+00:00,0.3516655847724727,0.4775056513866228,False,730
2021-06-06 00:00:00+00:00,0.4651362458725899,0.45053687448247176,False,730
2021-07-06 00:00:00+00:00,0.18564780587850022,0.4202110321537647,False,730
2021-08-05 00:00:00+00:00,0.509126792468366,0.3995050921644437,False,730
2021-09-04 00:00:00+00:00,0.510598842200192,0.3971596824348553,False,730
2021-10-04 00:00:00+00:00,0.1511267370216708,0.38879488302958337,False,730
2021-11-03 00:00:00+00:00,0.09811620544546162,0.39193121896700184,False,730
2021-12-03 00:00:00+00:00,0.03927198142976925,0.4015944989505956,True,730
2022-01-02 00:00:00+00:00,0.03662412914434754,0.3982508467390488,True,730
2022-02-01 00:00:00+00:00,0.020740253262171292,0.38877520053227616,True,730
2022-03-03 00:00:00+00:00,0.010811726213493042,0.3670503790634156,True,730
2022-04-02 00:00:00+00:00,0.002266265131822861,0.3446563590835056,True,730
2022-05-02 00:00:00+00:00,0.004264173704909567,0.360881558304732,True,730
2022-06-01 00:00:00+00:00,0.0026178827262548833,0.3303583549118239,True,730
2022-07-01 00:00:00+00:00,0.0060109119184542145,0.3877609078846432,True,730
2022-07-31 00:00:00+00:00,0.011470667168737401,0.46101264881269727,True,730
2022-08-30 00:00:00+00:00,0.010378726564420338,0.504549295212631,True,730
2022-09-29 00:00:00+00:00,0.00957140895250016,0.516675409334469,True,730
2022-10-29 00:00:00+00:00,0.000359687003917489,0.5364735209614557,True,730
2022-11-28 00:00:00+00:00,0.0011493789507114446,0.5325165484100275,True,730
2022-12-28 00:00:00+00:00,0.00016466439704625185,0.5364058765772701,True,730
2023-01-27 00:00:00+00:00,0.0001422933718050953,0.5386303223212483,True,730
2023-02-26 00:00:00+00:00,0.0005277067704547845,0.5418164125967376,True,730
2023-03-28 00:00:00+00:00,0.00031791322161303615,0.5399405434056724,True,730
2023-04-27 00:00:00+00:00,0.0006173107534121195,0.5268423609839328,True,730
2023-05-27 00:00:00+00:00,0.00010879510099254728,0.5236167219108963,True,730
2023-06-26 00:00:00+00:00,5.034094374173663e-05,0.534288174965152,True,730
2023-07-26 00:00:00+00:00,1.9248463502257926e-05,0.5547261061169276,True,730
2023-08-25 00:00:00+00:00,6.774062992256028e-05,0.5660536529958304,True,730
2023-09-24 00:00:00+00:00,9.676924667191043e-06,0.5793111191508136,True,730
2023-10-24 00:00:00+00:00,4.4016150918801483e-05,0.5870788110450542,True,730
2023-11-23 00:00:00+00:00,4.109555604017663e-05,0.6008362442682594,True,730
2024-01-01 00:00:00+00:00,7.607859641566955e-05,0.5937143692237012,True,730
2024-01-31 00:00:00+00:00,2.9434298815373737e-05,0.5544373063087911,True,730
2024-03-01 00:00:00+00:00,1.060524369994178e-07,0.45850986180025655,True,730
2024-03-31 00:00:00+00:00,2.5100302970940183e-07,0.47289728849880797,True,730
2024-04-30 00:00:00+00:00,1.884575377307246e-11,0.5651706390868769,True,730
2024-06-01 00:00:00+00:00,2.044527889172441e-08,0.5400680036081872,True,730
2024-07-01 00:00:00+00:00,2.121972835747648e-06,0.4945602370098429,True,730
2024-07-31 00:00:00+00:00,7.62670013715478e-08,0.4734750531563723,True,730
2024-08-30 00:00:00+00:00,7.993995534411407e-08,0.47067961230349564,True,730
2024-09-29 00:00:00+00:00,1.4889421225118645e-06,0.44949932346501076,True,730
2024-10-29 00:00:00+00:00,0.00044520406983940204,0.35846828020719396,True,730
2024-11-28 00:00:00+00:00,0.000289657688237296,0.35018102279779817,True,730
2024-12-28 00:00:00+00:00,0.0006083454224952203,0.37812250068634684,True,730
2025-01-27 00:00:00+00:00,0.014308908761054652,0.3976972514705338,True,730
2025-02-26 00:00:00+00:00,0.024668582017311768,0.45495188033731726,True,730
2025-03-28 00:00:00+00:00,0.03436652296079646,0.5107928201985,True,730
2025-04-27 00:00:00+00:00,0.061090190906746875,0.5263007701571394,False,730
2025-05-27 00:00:00+00:00,0.020383641591238066,0.5254231652858181,True,730
2025-06-26 00:00:00+00:00,0.011625164544123961,0.5281917352588025,True,730
2025-07-26 00:00:00+00:00,0.011680335283087012,0.5299238128937115,True,730
2025-08-25 00:00:00+00:00,0.2943834369897186,0.5277917320352777,False,730
2025-09-24 00:00:00+00:00,0.2444019798783144,0.5101651463630975,False,730
2025-10-24 00:00:00+00:00,0.23036881905609113,0.5085880467587043,False,730
2025-11-23 00:00:00+00:00,0.06541999889452368,0.4740603819528823,False,730
2025-12-23 00:00:00+00:00,0.002776288164183357,0.4652136603666685,True,730
2026-01-22 00:00:00+00:00,0.011137298030220998,0.39446892214768126,True,730
2026-02-21 00:00:00+00:00,0.009961166288902566,0.4099482363104325,True,730
2026-03-23 00:00:00+00:00,0.01066737492640669,0.4484634449640165,True,730
2026-04-22 00:00:00+00:00,0.012235638981810364,0.4855045414067432,True,730
2026-05-22 00:00:00+00:00,0.013575928518690699,0.5157425407721369,True,730
