,spread,z,beta,mu,sigma_eq,half_life,fit_end_date
2017-04-28 00:00:00+00:00,-0.04351501185480089,-2.873476932447462,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-04-29 00:00:00+00:00,-0.047839924629258235,-3.1682827405168137,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-04-30 00:00:00+00:00,-0.02619874368471642,-1.6931210046292724,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-01 00:00:00+00:00,-0.02383975104355862,-1.5323212918782017,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-02 00:00:00+00:00,-0.04069157820490865,-2.68101879927942,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-03 00:00:00+00:00,-0.030216181217650018,-1.9669678958913133,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-04 00:00:00+00:00,-0.03092824178273723,-2.015505196232866,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-05 00:00:00+00:00,-0.036264909398871836,-2.37927683534286,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-06 00:00:00+00:00,-0.04318233481318323,-2.850800145840472,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-07 00:00:00+00:00,-0.04534060101069315,-2.9979174274058815,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-08 00:00:00+00:00,-0.04642251076980486,-3.071665338040464,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-09 00:00:00+00:00,-0.04063266271408672,-2.6770028503377117,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-10 00:00:00+00:00,-0.05087711821631835,-3.375311727317283,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-11 00:00:00+00:00,-0.05005052855427472,-3.3189676006334516,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-12 00:00:00+00:00,-0.052107161085363174,-3.459157067299706,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
2017-05-13 00:00:00+00:00,-0.05166590712057584,-3.4290791817013644,0.5386763051980977,-0.0013600177804404996,0.014670378452787923,12.784399500457235,2017-04-27 00:00:00+00:00
