timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
2026-04-18 12:00:00+00:00,81,80,557974,275797
2026-04-18 18:00:00+00:00,81,80,325817,403428
2026-04-19 00:00:00+00:00,78,79,558073,352667
2026-04-19 06:00:00+00:00,79,79,478528,282420
2026-04-19 12:00:00+00:00,80,79,318621,508380
2026-04-19 18:00:00+00:00,82,80,363591,368613
2026-04-20 00:00:00+00:00,80,80,334087,264538
2026-04-20 06:00:00+00:00,78,77,262001,146516
2026-04-20 12:00:00+00:00,81,80,187320,325041
2026-04-20 18:00:00+00:00,82,81,193990,327108
2026-04-21 00:00:00+00:00,80,79,423825,475206
2026-04-21 06:00:00+00:00,80,79,174769,194476
2026-04-21 12:00:00+00:00,81,81,207130,304323
2026-04-21 18:00:00+00:00,81,80,281955,321251
2026-04-22 00:00:00+00:00,80,80,252272,238892
2026-04-22 06:00:00+00:00,79,79,79624,204320
2026-04-22 12:00:00+00:00,80,79,165253,195365
2026-04-22 18:00:00+00:00,80,79,261762,345445
2026-04-23 00:00:00+00:00,81,80,272190,278803
2026-04-23 06:00:00+00:00,80,79,93227,183425
2026-04-23 12:00:00+00:00,82,80,110319,433382
2026-04-23 18:00:00+00:00,81,80,237250,383224
2026-04-24 00:00:00+00:00,81,80,245856,314070
2026-04-24 06:00:00+00:00,78,78,263587,319592
2026-04-24 12:00:00+00:00,80,79,287816,391791
2026-04-24 18:00:00+00:00,80,79,200810,604570
2026-04-25 00:00:00+00:00,79,81,563230,347092
2026-04-25 06:00:00+00:00,79,78,259679,178411
2026-04-25 12:00:00+00:00,80,79,184265,431209
2026-04-25 18:00:00+00:00,79,78,253800,329282
2026-04-26 00:00:00+00:00,78,77,204310,389157
2026-04-26 06:00:00+00:00,78,76,233353,151578
2026-04-26 12:00:00+00:00,79,78,289394,421512
2026-04-26 18:00:00+00:00,78,77,315272,450118
2026-04-27 00:00:00+00:00,79,78,491844,510077
2026-04-27 06:00:00+00:00,77,76,452869,123557
2026-04-27 12:00:00+00:00,79,79,439370,478189
2026-04-27 18:00:00+00:00,81,79,138107,709164
2026-04-28 00:00:00+00:00,81,78,410459,407500
2026-04-28 06:00:00+00:00,80,79,490694,635959
2026-04-28 12:00:00+00:00,81,78,862,8852
2026-04-28 18:00:00+00:00,81,79,212109,328550
2026-04-29 00:00:00+00:00,81,79,314413,346259
2026-04-29 06:00:00+00:00,82,81,175940,184612
2026-04-29 12:00:00+00:00,82,81,518038,330931
2026-04-29 18:00:00+00:00,83,81,219218,322109
2026-04-30 00:00:00+00:00,79,80,510557,367325
2026-04-30 06:00:00+00:00,82,81,234500,486057
2026-04-30 12:00:00+00:00,82,81,430641,398552
2026-04-30 18:00:00+00:00,81,80,274660,276451
2026-05-01 00:00:00+00:00,80,80,290135,252776
2026-05-01 06:00:00+00:00,80,80,232805,242284
2026-05-01 12:00:00+00:00,82,80,313813,340266
2026-05-01 18:00:00+00:00,81,81,294825,369336
2026-05-02 00:00:00+00:00,83,81,88412,129266
2026-05-02 06:00:00+00:00,79,79,545549,275313
2026-05-02 12:00:00+00:00,80,80,443979,299426
2026-05-02 18:00:00+00:00,81,80,305463,381794
2026-05-03 00:00:00+00:00,81,80,220240,319798
2026-05-03 06:00:00+00:00,79,79,835791,242602
